1.015002906504065017e+01 4.341233378500453099e+00 4.357285343270100419e+00 2.526211901535682980e+00 1.494944957091237647e+01 1.259403739837398994e+01 1.253475429087624171e+01 1.302987256097561186e+01
8.203439656729901941e+00 2.571382791327914141e+00 1.313932588075880759e+00 1.725548057813912628e+00 5.499195551038844165e+00 1.402398215898825962e+00 2.573630939476061918e+00 2.332161020776875038e+00
7.020515063233964348e+00 3.493297244805781965e+00 3.493297244805781077e+00 1.973471702800362104e+00 4.295303394308943012e+01 3.132887382565493084e+01 3.139837969738030665e+01 2.392734920957543565e+01
7.604009281842817991e+00 4.025261427280940829e+00 4.063674367660343734e+00 2.873649186991871218e+00 1.584965840108401203e+01 1.426791556007226980e+01 1.417293328816621489e+01 1.411403920505872378e+01
1.700849828364950156e+01 7.300274164408314448e+00 7.188242841011744488e+00 3.710557271906054666e+00 2.247565765582655928e+01 1.201752299006323810e+01 1.206359478319783385e+01 7.372769399277330216e+00
6.637322064137308963e+00 2.566720234869015904e+00 2.591434191508582341e+00 2.423107768744355184e+00 4.257931007226739339e+00 9.283381210478772738e-01 9.283381210478771628e-01 1.079088504968383599e+00
1.849546779584462541e+01 4.200474299909665810e+00 4.279112488708221029e+00 1.989919308943090659e+00 1.618490763324300019e+01 3.312578929539296446e+00 3.276799254742547518e+00 1.461640560072268169e+00
1.723819762872628658e+01 5.782986788617887619e+00 5.882649977416441800e+00 3.588515311653118545e+00 8.694372628726286578e+00 1.843112037037037521e+00 1.843112037037037299e+00 1.390872628726287807e+00
2.299137028003613281e+01 1.435033543360433583e+01 1.444458073622402772e+01 1.237869936766034584e+01 2.928411495031617129e+00 2.464451219512196201e-01 2.464451219512195090e-01 1.364112691960253310e+00
1.679970855916893058e+01 1.663511689250226766e+01 1.665001659891598607e+01 1.907277025745257504e+01 8.803765627822945916e+00 7.300035478771458308e+00 7.300035478771452979e+00 7.931694218608855707e+00
6.817172628726288153e+00 4.268740063233967597e+00 4.296124367660342891e+00 5.057017005420055611e+00 2.601315560072267719e+00 4.122123306233064222e-01 4.122123306233062556e-01 1.150171793134598497e+00
6.444604358626921048e+00 3.035965018066848042e+00 3.073221025293585651e+00 3.285523803071365379e+00 3.086372628726287370e+00 6.448536585365857166e-01 6.448536585365852725e-01 1.174950542005420262e+00
7.069926987353207792e+00 3.931318879855465465e+00 3.948257271906053134e+00 3.992059010840109945e+00 3.492355758807588639e+00 1.366893495934960345e+00 1.366893495934959235e+00 1.810407994579946500e+00
6.511373938572718956e+00 3.408330374887083014e+00 3.437233852755194885e+00 3.572106504065041044e+00 3.556998373983739636e+00 1.364037669376694017e+00 1.300171296296296131e+00 1.902079426377597526e+00
6.811197470641373819e+00 3.291567502258356814e+00 3.308520528455284548e+00 3.509325225835591588e+00 3.184186540198735038e+00 7.217127822944897630e-01 7.217127822944896520e-01 1.249809891598916645e+00
6.517478681120144834e+00 3.261576061427282180e+00 3.305521296296296985e+00 3.708138617886179045e+00 3.638700180668473561e+00 1.173383852755194523e+00 1.173383852755194079e+00 1.773399819331526794e+00
8.674610320686538145e+00 5.013675564588980116e+00 5.040460862691960031e+00 4.932754065040651170e+00 2.402354742547426092e+00 3.309284327009938687e-01 3.309284327009937576e-01 9.163385049683834271e-01
7.814479878048780748e+00 4.985864408310751728e+00 5.007308604336043523e+00 5.504538188798556497e+00 3.736662850045166628e+00 1.227245483288166517e+00 1.227245483288166294e+00 1.648600180668474025e+00
1.295342172538392056e+01 8.052591960252936332e+00 8.062726964769648674e+00 6.925678929539298423e+00 3.924543495934960102e+00 1.301103229448961729e+00 1.301103229448961285e+00 1.466289566395664545e+00
1.957001239837397932e+01 1.217567484191508953e+01 1.233624290876242213e+01 9.945619873532072219e+00 2.987649096657634118e+00 5.264838527551944924e-01 5.264838527551942704e-01 1.065157204155375181e+00
9.523640785907858231e+00 5.121513640469741446e+00 5.155762082204155661e+00 4.674376309846433486e+00 2.613322199638663079e+00 3.586628500451672918e-01 3.586628500451671808e-01 8.922909665763325560e-01
2.634790803974706819e+01 1.931433017163505639e+01 1.945165977868111895e+01 1.802799559620597236e+01 2.149377145438120973e+00 -8.386138211382117291e-02 -8.386138211382113128e-02 1.201274164408311140e+00
1.782640785907859282e+01 1.058374595754291114e+01 1.051333590785908001e+01 8.193566124661247230e+00 3.514069399277326866e+00 7.683421860885278898e-01 7.683421860885275567e-01 1.049872628726287616e+00
1.407060471996386575e+01 9.737097831978321238e+00 9.747899728997289515e+00 9.970635569105693818e+00 5.479788843721769886e+00 2.156264882565492425e+00 2.156264882565492425e+00 2.558108604336043701e+00
2.392111942186089024e+01 1.660398387533875919e+01 1.668819141824751640e+01 1.515298963414634947e+01 3.596774164408311325e+00 7.375158084914185119e-01 7.375158084914181789e-01 1.680720392953929831e+00
2.041420420054200591e+01 1.245733301716350994e+01 1.256462032520325245e+01 9.773776535682026534e+00 3.461804245709124483e+00 9.615974254742550853e-01 9.615974254742547522e-01 1.304774164408311510e+00
1.754622818428184416e+01 1.288559094399277960e+01 1.285940959801264860e+01 1.204380508130081573e+01 2.245040718157181647e+00 3.499645212285457108e-01 3.499645212285455997e-01 1.050184959349593994e+00
2.907182590334236494e+01 1.957507628726287763e+01 1.969355634598012728e+01 1.553977732610660212e+01 4.226602845528454111e+00 1.404622854561879519e+00 1.404622854561879075e+00 1.630333536585366616e+00
2.101238292682926456e+01 1.246933534327010307e+01 1.250377156729900641e+01 9.245898622402892286e+00 4.412732655826558492e+00 1.445184959349594012e+00 1.445184959349593568e+00 1.439129607046070847e+00
2.309089387985546793e+01 1.439076515356820707e+01 1.437633468834688699e+01 1.137202439024390621e+01 3.411811201445348107e+00 7.260588301716354165e-01 7.260588301716350834e-01 1.253644241192412245e+00
1.930683010388437282e+01 1.332064647696477167e+01 1.343497195121951115e+01 1.153766117886179110e+01 3.376098261065944683e+00 9.825185411020781467e-01 9.435415537488707205e-01 1.345829697380307444e+00
2.422015939476061419e+01 2.011036203703704572e+01 2.004279602529358684e+01 1.949835250677507759e+01 2.444936088527552176e+00 6.353838527551943782e-01 6.353838527551942672e-01 1.307645257452574983e+00
